Workflow ID;Anbieter;Durchlauf ID;Detektionsdauer (in ms);Umschreibedauer (in ms);Bereich 1;Bereich 2;Bereich 3;Bereich 4;Bereich 5;Bereich 6;;Median aus 100 Durchläufen;Workflow ID;Anbieter;Detektionsdauer (in ms);Umschreibedauer (in ms)
4;IBM;29;796;323192;62986;38233;70648;44272;60648;46405;;;;;;
4;IBM;30;776;319248;68736;41299;60757;43692;62533;42231;;;;;;
4;IBM;31;810;314084;60223;45057;63623;39607;61047;44527;;;;;;
4;IBM;32;830;326163;59117;41021;65547;42494;70147;47837;;;;;;
4;IBM;33;783;328297;63659;38506;66865;46048;70934;42285;;;;;;
4;IBM;34;821;332388;69586;44938;68930;39926;65283;43725;;;;;;
4;IBM;35;757;318080;59870;47531;66187;38396;62108;43988;;;;;;
4;IBM;36;751;315680;70006;39851;59209;40318;67821;38475;;;;;;
4;IBM;37;792;318011;61405;43110;60847;47826;65549;39274;;;;;;
4;IBM;38;779;325182;67184;39507;70149;45848;60402;42092;;;;;;
4;IBM;39;780;335758;68025;46897;66429;47675;67622;39110;;;;;;
4;IBM;40;662;318916;61223;40659;68673;43226;65104;40031;;;;;;
4;IBM;41;865;321999;64752;41343;63776;46956;61650;43522;;;;;;
4;IBM;42;797;324393;68093;38708;67269;44119;64025;42179;;;;;;
4;IBM;43;720;321186;59894;41567;66198;38560;69315;45652;;;;;;
4;IBM;44;730;324035;64358;46359;68268;45766;59969;39315;;;;;;
4;IBM;45;733;322715;68670;41673;69065;40713;63612;38982;;;;;;
4;IBM;46;707;333197;68540;44648;67333;46269;65772;40635;;;;;;
4;IBM;47;797;319038;67864;40830;64809;42033;64312;39190;;;;;;
4;IBM;48;782;321526;66823;39128;68160;45987;59536;41892;;;;;;
4;IBM;49;657;339790;68486;45174;69417;45691;70035;40987;;;;;;
4;IBM;50;716;344674;69871;46120;70882;43927;65975;47899;;;;;;
4;IBM;51;781;325725;63417;43417;66867;43036;58210;50778;;;;;;
4;IBM;52;726;329968;70848;44501;63535;45533;57933;47618;;;;;;
4;IBM;53;715;340439;65328;49301;67406;47347;62540;48517;;;;;;
4;IBM;54;787;332481;61561;48549;56954;46224;69563;49630;;;;;;
4;IBM;55;717;315099;52195;50417;56190;45056;68833;42408;;;;;;
4;IBM;56;698;332026;71149;45884;66553;38932;60867;48641;;;;;;
4;IBM;57;759;339872;69789;48740;66990;43387;65573;45393;;;;;;
4;IBM;58;702;340507;62103;46875;69846;43622;69595;48466;;;;;;
4;IBM;59;720;336580;64048;48861;66480;50549;59264;47378;;;;;;
4;IBM;60;714;328465;62093;40301;57894;50941;69956;47280;;;;;;
4;IBM;61;735;325456;64852;39273;59126;47046;68489;46670;;;;;;
4;IBM;62;773;328308;67367;39045;63863;44735;67885;45413;;;;;;
4;IBM;63;772;340898;62292;50098;70181;49853;64463;44011;;;;;;
4;IBM;64;709;326812;62656;49086;62561;45546;63347;43616;;;;;;
4;IBM;65;764;317176;60039;44230;63786;38848;61307;48966;;;;;;
4;IBM;66;728;329957;63248;41664;66978;45893;63236;48938;;;;;;
4;IBM;67;713;332345;70715;39866;60433;50785;70959;39587;;;;;;
4;IBM;68;789;323124;60610;41162;59179;46935;68883;46355;;;;;;
4;IBM;69;745;322464;67636;39173;57101;42049;67756;48749;;;;;;
4;IBM;70;758;327572;61232;48683;68992;43548;66257;38860;;;;;;
4;IBM;71;791;316591;65099;41767;63001;40454;67541;38729;;;;;;
4;IBM;72;775;328847;63876;47639;57527;45293;64169;50343;;;;;;
4;IBM;73;732;339200;70501;45956;60512;49072;67252;45907;;;;;;
4;IBM;74;737;328286;70690;40378;57189;50478;60228;49323;;;;;;
4;IBM;75;761;316938;58904;44262;71805;39810;62372;39785;;;;;;
4;IBM;76;693;330306;60511;38548;71636;50213;60437;48961;;;;;;
4;IBM;77;691;331291;65228;46934;64532;49181;66328;39088;;;;;;
4;IBM;78;770;334578;69751;43248;64931;40121;65922;50605;;;;;;
4;IBM;79;750;321805;58536;44487;59073;42038;70760;46911;;;;;;
4;IBM;80;796;332731;60673;42770;68059;49372;69389;42468;;;;;;
4;IBM;81;745;311652;63995;42806;57312;41372;60246;45921;;;;;;
4;IBM;82;795;321968;62778;40784;69704;41544;68450;38708;;;;;;
4;IBM;83;696;327884;59264;43360;60800;45171;69502;49787;;;;;;
4;IBM;84;726;328049;68357;38295;59281;42455;70990;48671;;;;;;
4;IBM;85;690;321880;61520;43915;62810;41286;64183;48166;;;;;;
4;IBM;86;791;329690;57000;47660;71775;44876;60119;48260;;;;;;
4;IBM;87;702;322571;64470;41925;58103;46818;70161;41094;;;;;;
4;IBM;88;712;321611;62656;42386;63326;42557;67948;42738;;;;;;
4;IBM;89;757;328086;62988;40445;65430;47791;68842;42590;;;;;;
4;IBM;90;739;323293;59671;44699;62063;47785;60700;48375;;;;;;
4;IBM;91;757;317842;57264;44754;65702;42349;65824;41949;;;;;;
4;IBM;92;809;315618;65348;47549;59904;46144;58511;38162;;;;;;
4;IBM;93;693;315487;64783;42905;61620;42567;61621;41991;;;;;;
4;IBM;94;790;338363;69338;48207;62682;42767;70033;45336;;;;;;
4;IBM;95;740;337576;70474;46906;63903;38844;67690;49759;;;;;;
4;IBM;96;795;324648;62289;40583;69403;49861;58984;43528;;;;;;
4;IBM;97;747;322519;64313;44495;66083;44663;57756;45209;;;;;;
4;IBM;98;782;310739;59238;39167;69669;38384;64769;39512;;;;;;
4;IBM;99;778;331096;66700;44131;67795;39986;62816;49668;;;;;;
4;IBM;100;797;298816;57762;39163;57237;46777;58705;39172;;;;;;
5;AWS;1;408;290094;145718;144376;;;;;;;;;;
5;AWS;2;485;304356;146795;157561;;;;;;;;;;
5;AWS;3;399;302223;157561;144662;;;;;;;;;;
5;AWS;4;465;302086;146369;155717;;;;;;;;;;
5;AWS;5;387;295951;151213;144738;;;;;;;;;;
5;AWS;6;442;300089;152429;147660;;;;;;;;;;
5;AWS;7;445;307493;149187;158306;;;;;;;;;;
5;AWS;8;399;300905;145009;155896;;;;;;;;;;
5;AWS;9;459;315122;158665;156457;;;;;;;;;;
5;AWS;10;472;296825;144379;152446;;;;;;;;;;
5;AWS;11;456;306274;154209;152065;;;;;;;;;;
5;AWS;12;411;289693;141140;148553;;;;;;;;;;
5;AWS;13;469;304182;155637;148545;;;;;;;;;;
5;AWS;14;470;311842;152153;159689;;;;;;;;;;
5;AWS;15;383;286995;145355;141640;;;;;;;;;;
5;AWS;16;436;287841;140143;147698;;;;;;;;;;
5;AWS;17;391;289503;144123;145380;;;;;;;;;;
5;AWS;18;370;295808;149490;146318;;;;;;;;;;
5;AWS;19;432;305341;158422;146919;;;;;;;;;;
5;AWS;20;461;298344;147134;151210;;;;;;;;;;
5;AWS;21;396;292515;145630;146885;;;;;;;;;;
5;AWS;22;408;290071;145142;144929;;;;;;;;;;
5;AWS;23;448;297614;153163;144451;;;;;;;;;;
5;AWS;24;483;294957;140045;154912;;;;;;;;;;
5;AWS;25;373;311804;158519;153285;;;;;;;;;;
5;AWS;26;391;299102;154042;145060;;;;;;;;;;
5;AWS;27;378;297048;152333;144715;;;;;;;;;;
5;AWS;28;430;296898;143157;153741;;;;;;;;;;
5;AWS;29;488;303829;149588;154241;;;;;;;;;;
5;AWS;30;474;296857;142282;154575;;;;;;;;;;
5;AWS;31;423;296967;147289;149678;;;;;;;;;;
5;AWS;32;411;310666;156751;153915;;;;;;;;;;
5;AWS;33;406;301654;142259;159395;;;;;;;;;;
5;AWS;34;446;297625;142530;155095;;;;;;;;;;
5;AWS;35;432;315431;155494;159937;;;;;;;;;;
5;AWS;36;423;297305;145440;151865;;;;;;;;;;
5;AWS;37;441;292511;145122;147389;;;;;;;;;;
5;AWS;38;403;295468;146341;149127;;;;;;;;;;
5;AWS;39;455;296999;152998;144001;;;;;;;;;;
5;AWS;40;378;303642;155257;148385;;;;;;;;;;
5;AWS;41;451;292278;140741;151537;;;;;;;;;;
5;AWS;42;474;287214;146572;140642;;;;;;;;;;
5;AWS;43;482;298648;147192;151456;;;;;;;;;;
5;AWS;44;444;304901;152134;152767;;;;;;;;;;
5;AWS;45;421;295605;152181;143424;;;;;;;;;;
5;AWS;46;482;316638;157548;159090;;;;;;;;;;
5;AWS;47;405;298283;140803;157480;;;;;;;;;;
5;AWS;48;433;293417;151096;142321;;;;;;;;;;
5;AWS;49;455;290430;149676;140754;;;;;;;;;;
5;AWS;50;467;309950;156031;153919;;;;;;;;;;
5;AWS;51;443;306789;154860;151929;;;;;;;;;;
5;AWS;52;470;308890;151348;157542;;;;;;;;;;
5;AWS;53;405;297905;140284;157621;;;;;;;;;;
5;AWS;54;417;290378;140560;149818;;;;;;;;;;
5;AWS;55;433;286895;141425;145470;;;;;;;;;;
5;AWS;56;468;292368;146060;146308;;;;;;;;;;
5;AWS;57;372;293675;145137;148538;;;;;;;;;;
5;AWS;58;426;311009;153431;157578;;;;;;;;;;
5;AWS;59;413;287533;146107;141426;;;;;;;;;;
5;AWS;60;443;299222;150500;148722;;;;;;;;;;
5;AWS;61;486;308410;159384;149026;;;;;;;;;;
5;AWS;62;462;296162;151543;144619;;;;;;;;;;
5;AWS;63;488;301363;142223;159140;;;;;;;;;;
5;AWS;64;430;300836;154200;146636;;;;;;;;;;
5;AWS;65;422;301180;150520;150660;;;;;;;;;;
5;AWS;66;468;297672;149040;148632;;;;;;;;;;
5;AWS;67;490;295171;152830;142341;;;;;;;;;;
5;AWS;68;402;296089;141830;154259;;;;;;;;;;
5;AWS;69;406;292154;140812;151342;;;;;;;;;;
5;AWS;70;477;300611;157090;143521;;;;;;;;;;
5;AWS;71;384;280545;140356;140189;;;;;;;;;;
5;AWS;72;442;309089;157213;151876;;;;;;;;;;
5;AWS;73;397;293159;152717;140442;;;;;;;;;;
5;AWS;74;426;288451;143360;145091;;;;;;;;;;
5;AWS;75;394;292137;144451;147686;;;;;;;;;;
5;AWS;76;478;292567;152554;140013;;;;;;;;;;
5;AWS;77;395;293776;146934;146842;;;;;;;;;;
5;AWS;78;420;285138;144158;140980;;;;;;;;;;
5;AWS;79;427;295938;150063;145875;;;;;;;;;;
5;AWS;80;490;307195;147994;159201;;;;;;;;;;
5;AWS;81;481;291448;150660;140788;;;;;;;;;;
5;AWS;82;465;282159;141328;140831;;;;;;;;;;
5;AWS;83;487;298031;142007;156024;;;;;;;;;;
5;AWS;84;385;300548;150837;149711;;;;;;;;;;
5;AWS;85;424;294343;150711;143632;;;;;;;;;;
5;AWS;86;483;292752;147355;145397;;;;;;;;;;
5;AWS;87;476;298513;146903;151610;;;;;;;;;;
5;AWS;88;422;306723;148013;158710;;;;;;;;;;
5;AWS;89;452;300029;157429;142600;;;;;;;;;;
5;AWS;90;418;294269;145843;148426;;;;;;;;;;
5;AWS;91;437;299339;146786;152553;;;;;;;;;;
5;AWS;92;420;295564;153567;141997;;;;;;;;;;
5;AWS;93;458;297798;150383;147415;;;;;;;;;;
5;AWS;94;441;311961;159111;152850;;;;;;;;;;
5;AWS;95;423;305122;147013;158109;;;;;;;;;;
5;AWS;96;447;294987;144585;150402;;;;;;;;;;
5;AWS;97;386;309361;156622;152739;;;;;;;;;;
5;AWS;98;473;297282;152587;144695;;;;;;;;;;
5;AWS;99;403;287202;140997;146205;;;;;;;;;;
5;AWS;100;443;313999;158434;155565;;;;;;;;;;
6;IBM;1;617;621756;163768;156248;150805;150935;;;;;;;;
6;IBM;2;605;615117;156798;151865;155129;151325;;;;;;;;
6;IBM;3;589;633775;152377;155488;162814;163096;;;;;;;;
6;IBM;4;557;648139;160436;163693;160166;163844;;;;;;;;
6;IBM;5;574;634364;154043;163932;152181;164208;;;;;;;;
6;IBM;6;565;627815;154497;157050;162121;154147;;;;;;;;
6;IBM;7;601;635847;154958;157406;161509;161974;;;;;;;;
6;IBM;8;585;641197;162234;158161;156287;164515;;;;;;;;
6;IBM;9;573;631267;153233;163724;162823;151487;;;;;;;;
6;IBM;10;649;637725;158818;156830;163008;159069;;;;;;;;
6;IBM;11;543;625359;150679;160348;162938;151394;;;;;;;;
6;IBM;12;519;642048;162222;164608;153818;161400;;;;;;;;
6;IBM;13;580;626542;162621;154587;150666;158668;;;;;;;;
6;IBM;14;559;614321;150606;154604;157360;151751;;;;;;;;
6;IBM;15;546;617345;164397;150072;151025;151851;;;;;;;;
6;IBM;16;580;624362;162936;157198;153115;151113;;;;;;;;
6;IBM;17;569;643451;151023;162964;164969;164495;;;;;;;;
6;IBM;18;591;628940;157233;156577;150629;164501;;;;;;;;
6;IBM;19;539;627664;162545;157236;156917;150966;;;;;;;;
6;IBM;20;556;630919;156954;159831;156138;157996;;;;;;;;
6;IBM;21;490;633969;151906;152253;164961;164849;;;;;;;;
6;IBM;22;595;637026;164286;157173;160603;154964;;;;;;;;
6;IBM;23;563;628980;162120;155517;155794;155549;;;;;;;;
6;IBM;24;598;649429;161575;162239;162604;163011;;;;;;;;
6;IBM;25;574;646520;164308;161760;163021;157431;;;;;;;;
6;IBM;26;529;640933;154911;161205;164086;160731;;;;;;;;
6;IBM;27;643;637687;164221;153163;157152;163151;;;;;;;;
6;IBM;28;581;648325;164338;164326;160598;159063;;;;;;;;
6;IBM;29;559;617409;151328;154259;152006;159816;;;;;;;;
6;IBM;30;605;633811;162944;152255;156600;162012;;;;;;;;
6;IBM;31;618;627991;161759;150395;162612;153225;;;;;;;;
6;IBM;32;625;643855;161335;156555;161931;164034;;;;;;;;
6;IBM;33;625;631975;159011;157497;163623;151844;;;;;;;;
6;IBM;34;621;629068;161671;156104;159550;151743;;;;;;;;
6;IBM;35;587;633650;157437;150679;162162;163372;;;;;;;;
6;IBM;36;572;625533;150531;161798;152074;161130;;;;;;;;
6;IBM;37;619;624776;150259;159741;157966;156810;;;;;;;;
6;IBM;38;643;616087;156301;158152;150850;150784;;;;;;;;
6;IBM;39;694;625183;157562;157133;153233;157255;;;;;;;;
6;IBM;40;445;631114;156278;160996;158626;155214;;;;;;;;
6;IBM;41;709;640110;153347;161870;160442;164451;;;;;;;;
6;IBM;42;635;648607;158524;162992;163224;163867;;;;;;;;
6;IBM;43;658;623306;159209;158482;153842;151773;;;;;;;;
6;IBM;44;594;633179;157325;152806;162303;160745;;;;;;;;
6;IBM;45;626;631659;157180;156799;152813;164867;;;;;;;;
6;IBM;46;640;618891;152912;154367;157520;154092;;;;;;;;
6;IBM;47;623;628171;161601;152574;153338;160658;;;;;;;;
6;IBM;48;647;642185;155434;163578;159628;163545;;;;;;;;
6;IBM;49;485;631362;159306;155327;161370;155359;;;;;;;;
6;IBM;50;441;605904;154305;147866;147323;156410;;;;;;;;
6;IBM;51;559;600730;149656;148908;149498;152668;;;;;;;;
6;IBM;52;533;609683;153086;151253;152746;152598;;;;;;;;
6;IBM;53;635;606937;151131;151208;154124;150474;;;;;;;;
6;IBM;54;497;602880;149871;152062;150020;150927;;;;;;;;
6;IBM;55;485;608762;153436;148971;151718;154637;;;;;;;;
6;IBM;56;553;604967;152725;153868;150099;148275;;;;;;;;
6;IBM;57;477;600061;149974;148643;149871;151573;;;;;;;;
6;IBM;58;589;601875;153029;148566;151757;148523;;;;;;;;
6;IBM;59;517;601137;151522;151776;148566;149273;;;;;;;;
6;IBM;60;604;607151;153406;148248;152232;153265;;;;;;;;
6;IBM;61;597;608811;149346;154518;152514;152433;;;;;;;;
6;IBM;62;590;601851;149957;149934;151356;150604;;;;;;;;
6;IBM;63;522;604508;153113;150123;151661;149611;;;;;;;;
6;IBM;64;505;607070;154469;149721;148718;154162;;;;;;;;
6;IBM;65;635;597572;149159;148678;148023;151712;;;;;;;;
6;IBM;66;544;605502;150173;152751;153824;148754;;;;;;;;
6;IBM;67;498;606831;153376;148775;152516;152164;;;;;;;;
6;IBM;68;554;601020;151758;149426;148341;151495;;;;;;;;
6;IBM;69;558;604355;148083;154692;150266;151314;;;;;;;;
6;IBM;70;540;608043;150884;152959;154158;150042;;;;;;;;
6;IBM;71;565;608154;154006;151634;151067;151447;;;;;;;;
6;IBM;72;589;603733;153435;149817;151361;149120;;;;;;;;
6;IBM;73;633;603717;153133;142572;153092;154920;;;;;;;;
6;IBM;74;558;609127;154107;153165;150763;151092;;;;;;;;
6;IBM;75;491;598376;151780;149303;148208;149085;;;;;;;;
6;IBM;76;535;608640;153072;149209;154731;151628;;;;;;;;
6;IBM;77;583;603643;148967;151689;151146;151841;;;;;;;;
6;IBM;78;617;606929;149582;154767;149493;153087;;;;;;;;
6;IBM;79;520;597024;148647;149439;148228;150710;;;;;;;;
6;IBM;80;613;602614;149578;151386;149531;152119;;;;;;;;
6;IBM;81;589;610429;153031;154265;152179;150954;;;;;;;;
6;IBM;82;602;610867;151095;152434;153340;153998;;;;;;;;
6;IBM;83;617;608112;154996;150553;148702;153861;;;;;;;;
6;IBM;84;604;606252;152245;152058;148764;153185;;;;;;;;
6;IBM;85;510;601885;148145;153158;152288;148294;;;;;;;;
6;IBM;86;478;598322;148100;148903;149288;152031;;;;;;;;
6;IBM;87;608;607754;149839;150148;153037;154730;;;;;;;;
6;IBM;88;475;610138;154144;154543;150308;151143;;;;;;;;
6;IBM;89;489;606500;149235;149264;153774;154227;;;;;;;;
6;IBM;90;620;608727;154887;153693;149400;150747;;;;;;;;
6;IBM;91;582;605374;151890;150113;150828;152543;;;;;;;;
6;IBM;92;483;606298;154190;153647;148044;150417;;;;;;;;
6;IBM;93;453;604237;151329;150451;151737;150720;;;;;;;;
6;IBM;94;459;604393;153786;150871;148842;150894;;;;;;;;
6;IBM;95;583;608999;152705;151078;153824;151392;;;;;;;;
6;IBM;96;510;604243;152137;149453;152026;150627;;;;;;;;
6;IBM;97;586;604813;151314;150196;154908;148395;;;;;;;;
6;IBM;98;549;613237;152571;154655;154909;151102;;;;;;;;
6;IBM;99;532;605170;153070;151155;152097;148848;;;;;;;;
6;IBM;100;603;599854;148306;149731;149800;152017;;;;;;;;
7;AWS;1;777;889892;140017;145101;148492;149166;148792;158324;;;;;;
7;AWS;2;767;890836;141583;146898;151161;147532;154304;149358;;;;;;
7;AWS;3;727;901087;147843;145460;155975;145111;156221;150477;;;;;;
7;AWS;4;635;899567;149776;142421;158299;144882;149057;155132;;;;;;
7;AWS;5;741;883093;147197;143021;149512;147940;147456;147967;;;;;;
7;AWS;6;713;904012;141405;154710;147197;155485;154416;150799;;;;;;
7;AWS;7;756;909346;150771;157668;156734;141939;159898;142336;;;;;;
7;AWS;8;675;901594;147079;153155;146309;148682;151854;154515;;;;;;
7;AWS;9;759;910785;152552;144145;159205;146594;156435;151854;;;;;;
7;AWS;10;810;888542;154971;142336;142696;153108;141690;153741;;;;;;
7;AWS;11;716;924029;159315;152805;157301;141256;159090;154262;;;;;;
7;AWS;12;732;900612;146942;141058;153920;149372;158429;150891;;;;;;
7;AWS;13;644;915174;148520;142844;149342;156784;159013;158671;;;;;;
7;AWS;14;658;885983;151756;140170;145719;143863;145674;158801;;;;;;
7;AWS;15;631;896057;148993;148873;149030;155356;148316;145489;;;;;;
7;AWS;16;653;895279;155850;152625;156129;147329;140832;142514;;;;;;
7;AWS;17;726;912922;157613;153172;142134;157804;146344;155855;;;;;;
7;AWS;18;797;887153;150706;152371;141458;147543;154442;140633;;;;;;
7;AWS;19;809;914593;154074;154582;150142;155492;159873;140430;;;;;;
7;AWS;20;631;896081;157152;151754;141279;155585;149778;140533;;;;;;
7;AWS;21;590;908306;144423;155778;154165;156785;155387;141768;;;;;;
7;AWS;22;723;899677;154571;146167;154585;146843;153603;143908;;;;;;
7;AWS;23;649;886948;143222;144464;157876;146557;143433;151396;;;;;;
7;AWS;24;713;926111;158411;156268;152508;159840;158956;140128;;;;;;
7;AWS;25;733;905915;152478;156259;149902;141149;153853;152274;;;;;;
7;AWS;26;596;903164;148452;158499;142580;157066;153345;143222;;;;;;
7;AWS;27;740;886266;150712;145929;147046;142581;151947;148051;;;;;;
7;AWS;28;650;883819;144870;141250;141615;156101;142837;157146;;;;;;
7;AWS;29;766;898304;149173;154825;150321;143968;149060;150957;;;;;;
7;AWS;30;719;913147;159835;156092;149319;146368;148917;152616;;;;;;
7;AWS;31;673;901956;158256;145942;143047;148964;147640;158107;;;;;;
7;AWS;32;763;879364;141811;152144;144106;142159;155470;143674;;;;;;
7;AWS;33;608;927106;158359;141927;159992;156795;151363;158670;;;;;;
7;AWS;34;703;894834;155250;153750;148554;144401;151200;141679;;;;;;
7;AWS;35;767;899361;144517;152643;142195;149467;156282;154257;;;;;;
7;AWS;36;680;890526;148890;151738;148364;159670;141585;140279;;;;;;
7;AWS;37;646;897760;142119;154655;150044;154846;141347;154749;;;;;;
7;AWS;38;693;909664;148826;141141;147648;159487;159106;153456;;;;;;
7;AWS;39;743;887718;149061;149027;143212;152545;147143;146730;;;;;;
7;AWS;40;809;909122;148727;156554;151443;142104;152215;158079;;;;;;
7;AWS;41;672;878199;141288;141463;150088;143066;142652;159642;;;;;;
7;AWS;42;600;900238;151253;140905;159839;150113;146989;151139;;;;;;
7;AWS;43;781;881353;147773;140922;151861;142527;145016;153254;;;;;;
7;AWS;44;611;878679;145518;150444;147488;141896;146458;146875;;;;;;
7;AWS;45;647;880966;146325;149590;140884;152312;150498;141357;;;;;;
7;AWS;46;775;878026;141974;149340;150438;151002;141069;144203;;;;;;
7;AWS;47;804;900036;145330;145938;146689;150484;152456;159139;;;;;;
7;AWS;48;793;908778;154092;148492;150377;154409;152168;149240;;;;;;
7;AWS;49;740;873046;153884;144069;140290;142379;150556;141868;;;;;;
7;AWS;50;644;870403;142645;144484;147114;144966;143641;147553;;;;;;
7;AWS;51;743;887077;149663;143339;141448;154743;146844;151040;;;;;;
7;AWS;52;597;909395;150440;158986;150067;156069;151029;142804;;;;;;
7;AWS;53;733;896577;158626;150265;154658;140898;144785;147345;;;;;;
7;AWS;54;622;903485;152035;144461;157843;147510;158056;143580;;;;;;
7;AWS;55;698;896841;151729;154589;149211;153013;145684;142615;;;;;;
7;AWS;56;594;897830;151215;144618;158347;145505;153733;144412;;;;;;
7;AWS;57;680;912379;158465;147152;150765;154589;143433;157975;;;;;;
7;AWS;58;799;901953;148196;151066;154789;148773;152372;146757;;;;;;
7;AWS;59;595;885898;152515;142136;143663;147503;142314;157767;;;;;;
7;AWS;60;698;906989;153322;143906;154271;156396;144943;154151;;;;;;
7;AWS;61;806;907938;154234;143662;152927;146013;159171;151931;;;;;;
7;AWS;62;642;888577;143927;146443;155516;151238;150246;141207;;;;;;
7;AWS;63;675;902814;158793;145492;147219;155619;141864;153827;;;;;;
7;AWS;64;686;913459;146198;154189;158056;152136;154164;148716;;;;;;
7;AWS;65;752;895431;157571;150496;142979;145375;156609;142401;;;;;;
7;AWS;66;613;889323;143066;152170;143827;149736;152372;148152;;;;;;
7;AWS;67;788;880241;148781;140170;146837;159750;143513;141190;;;;;;
7;AWS;68;598;934544;154084;152459;155345;159621;154225;158810;;;;;;
7;AWS;69;740;893521;149402;143418;144157;154655;150491;151398;;;;;;
7;AWS;70;592;902928;154228;147914;148950;149957;153786;148093;;;;;;
7;AWS;71;756;926560;155791;150651;153464;157830;154368;154456;;;;;;
7;AWS;72;779;895460;150238;141683;147886;159718;149543;146392;;;;;;
7;AWS;73;742;889018;141980;145326;148398;149381;154051;149882;;;;;;
7;AWS;74;755;902063;148582;147408;149091;154725;148453;153804;;;;;;
7;AWS;75;638;897572;146676;153129;141824;143801;153307;158835;;;;;;
7;AWS;76;676;896637;148007;152133;153922;146526;145715;150334;;;;;;
7;AWS;77;710;890018;148496;144084;153053;142558;159073;142754;;;;;;
7;AWS;78;598;919020;149852;153092;144671;156796;156996;157613;;;;;;
7;AWS;79;685;891744;156674;156170;148847;140479;148425;141149;;;;;;
7;AWS;80;696;899524;157530;154309;155076;140172;140300;152137;;;;;;
7;AWS;81;594;890877;142384;142908;150755;157079;152724;145027;;;;;;
7;AWS;82;689;916556;156885;154667;145691;150119;154093;155101;;;;;;
7;AWS;83;809;944403;158269;154479;158337;156066;158713;158539;;;;;;
7;AWS;84;616;915332;154170;153650;155942;148084;158700;144786;;;;;;
7;AWS;85;798;900913;143915;152395;151772;154721;143296;154814;;;;;;
7;AWS;86;655;913635;156066;141471;152169;158885;145616;159428;;;;;;
7;AWS;87;755;889079;141011;146958;145261;158427;142772;154650;;;;;;
7;AWS;88;690;891262;144899;151404;142709;157669;143729;150852;;;;;;
7;AWS;89;764;939308;158931;159368;158372;151486;157195;153956;;;;;;
7;AWS;90;780;893935;152694;144659;143273;154583;147153;151573;;;;;;
7;AWS;91;786;903578;145561;158935;150015;150763;148960;149344;;;;;;
7;AWS;92;622;934567;156726;153394;158779;151779;156066;157823;;;;;;
7;AWS;93;765;900680;154728;140704;147628;155792;149757;152071;;;;;;
7;AWS;94;600;878278;153869;145463;140288;143986;145690;148982;;;;;;
7;AWS;95;693;933821;153349;153740;151918;158007;157796;159011;;;;;;
7;AWS;96;777;893461;141802;152716;143753;156839;155125;143226;;;;;;
7;AWS;97;594;903577;158615;150890;146393;144309;156626;146744;;;;;;
7;AWS;98;690;911327;151331;144575;158743;146304;155153;155221;;;;;;
7;AWS;99;627;905062;145541;142221;154607;156500;150886;155307;;;;;;
7;AWS;100;655;913705;158467;148891;151562;146745;154443;153597;;;;;;
